problem_id,code
141,"'''
	Given a linked list, determine if it has a cycle in it.

	Follow up:
	Can you solve it without using extra space?
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def hasCycle(self, head):
        """"""
        :type head: ListNode
        :rtype: bool
        """"""
        
        if not head:
        	return False

        slow, fast = head,head
        while fast and fast.next:
        	slow = slow.next
        	fast = fast.next.next
        	if slow == fast:
        		return True
        return False"
142,"'''
	Given a linked list, return the node where the cycle begins. If there is no cycle, return null.

	Note: Do not modify the linked list.

	Follow up:
	Can you solve it without using extra space?
'''
# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def detectCycle(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""
        if not head:
        	return None

        slow, fast = head, head.next

        while fast and fast.next:
        	slow = slow.next
        	fast = fast.next.next
        	if slow == fast:
        		break

        if slow == fast:
        	slow = head
        	while slow != fast:
        		slow = slow.next
        		fast = fast.next
        	return slow
        return None"
143,"# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def reorderList(self, head):
        """"""
        :type head: ListNode
        :rtype: void Do not return anything, modify head in-place instead.
        """"""
        if not head:
        	return None

        slow, fast = head, head.next

        while fast and fast.next:
        	slow = slow.next
        	fast = fast.next.next

        head1, head2 = head, slow.next
        slow.next = None
        prev = None
        curr = head2
        while curr:
        	nex = curr.next
        	curr.next = prev
        	prev  = curr
        	curr = nex
        head2 = prev

        while head2:
        	n1 = head1.next
        	n2 = head2.next
        	head1.next = head2
        	head1.next.next = n1
        	head2 = n2
        	head1 = head1.next.next

        head = head1
"
144,"'''
	Given a binary tree, return the preorder traversal of its nodes' values.

	Example:

	Input: [1,null,2,3]
	   1
	    \
	     2
	    /
	   3

	Output: [1,2,3]
	Follow up: Recursive solution is trivial, could you do it iteratively?
'''

# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def preorderTraversal(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[int]
        """"""
        if not root:
        	return []

        stack, result = [root], []
        while stack:
        	element = stack.pop()
        	result.append(element.val)

        	if element.right:
        		stack.append(element.right)
        	if element.left:
        		stack.append(element.left)

        return result


# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def preorderTraversal(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[int]
        """"""
        result = []

        def recursive(root, result):
        	if not root:
        		return 
        	result.append(root.val)
        	recursive(root.left, result)
        	recursive(root.right, result)

        recursive(root, result)
        return result"
145,"'''
	Given a binary tree, return the postorder traversal of its nodes' values.

	Example:

	Input: [1,null,2,3]
	   1
	    \
	     2
	    /
	   3

	Output: [3,2,1]
	Follow up: Recursive solution is trivial, could you do it iteratively?
'''

# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def postorderTraversal(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[int]
        """"""
        
        result = []

        def recursive(root, result):
        	if not root:
        		return
        	recursive(root.left, result)
        	recursive(root.right, result)
        	result.append(root.val)
        recursive(root, result)
        return result


# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def postorderTraversal(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[int]
        """"""

        if not root:
        	return []

        stack, result = [], []

        while True:
        	while root:
        		if root.right:
        			stack.append(root.right)
        		stack.append(root)
        		root = root.left

        	root = stack.pop()

        	if root.right and stack and stack[-1] == root.right:
        		stack.pop()
        		stack.append(root)
        		root = root.right
        	else:
        		result.append(root.val)
        		root = None

        	if  len(stack)<=0:
        		break

        return result"
146,"'''
	Design and implement a data structure for Least Recently Used (LRU) cache. It should support the following operations: get and put.

	get(key) - Get the value (will always be positive) of the key if the key exists in the cache, otherwise return -1.
	put(key, value) - Set or insert the value if the key is not already present. When the cache reached its capacity, it should invalidate the least recently used item before inserting a new item.

	Follow up:
	Could you do both operations in O(1) time complexity?

	Example:

	LRUCache cache = new LRUCache( 2 /* capacity */ );

	cache.put(1, 1);
	cache.put(2, 2);
	cache.get(1);       // returns 1
	cache.put(3, 3);    // evicts key 2
	cache.get(2);       // returns -1 (not found)
	cache.put(4, 4);    // evicts key 1
	cache.get(1);       // returns -1 (not found)
	cache.get(3);       // returns 3
	cache.get(4);       // returns 4

'''

class Node(object):
    def __init__(self, key, value):
        self.key = key
        self.value = value
        self.next = None
        self.prev = None
        
class LRUCache(object):

    def __init__(self, capacity):
        """"""
        :type capacity: int
        """"""
        self.capacity = capacity
        self.mapping = dict()
        self.head = Node(0, 0)
        self.tail = Node(0, 0)
        self.head.next = self.tail
        self.tail.prev = self.head
        

    def get(self, key):
        """"""
        :type key: int
        :rtype: int
        """"""
        if key in self.mapping:
            node = self.mapping[key]
            self.remove(node)
            self.add(node)
            return node.value
        return -1
        

    def put(self, key, value):
        """"""
        :type key: int
        :type value: int
        :rtype: void
        """"""
        
        if key in self.mapping:
            self.remove(self.mapping[key])
            
        node = Node(key, value)
        if len(self.mapping) >= self.capacity:
            next_head = self.head.next
            self.remove(next_head)
            del self.mapping[next_head.key]
            
        self.add(node)
        self.mapping[key] = node
        
    def add(self, node):
        tail = self.tail.prev
        tail.next = node
        self.tail.prev = node
        node.prev = tail
        node.next = self.tail
        
    def remove(self, node):
        prev_node = node.prev
        prev_node.next = node.next
        node.next.prev = prev_node
        
        


# Your LRUCache object will be instantiated and called as such:
# obj = LRUCache(capacity)
# param_1 = obj.get(key)
# obj.put(key,value)"
147,"# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def insertionSortList(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""

        if not head:
        	return None

        sortedList = head
        head = head.next
        sortedList.next = None

        while head:
        	curr = head
        	head = head.next
        	if curr.val <= sortedList.val:
        		curr.next = sortedList
        		sortedList = curr
        	else:
        		temp = sortedList
        		while temp.next and temp.next.val < curr.val:
        			temp = temp.next
        		curr.next = temp.next
        		temp.next = curr
        return sortedList"
148,"'''
	Sort a linked list in O(n log n) time using constant space complexity.

	Example 1:

	Input: 4->2->1->3
	Output: 1->2->3->4
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def sortList(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""

        if not head or not head.next:
        	return head

        slow, fast = head, head.next

        while fast.next and fast.next.next:
        	slow = slow.next
        	fast = fast.next.next

        head1, head2 = head, slow.next
        slow.next = None
        head1 = self.sortList(head1)
        head2 = self.sortList(head2)
        head = self.merge(head1, head2)
        return head

    def merge(self, head1, head2):
    	if not head1:
    		return head2
    	if not head2:
    		return head1

    	result = ListNode(0)
    	p = result

    	while head1 and head2:
    		if head1.val <= head2.val:
    			p.next = ListNode(head1.val)
    			head1 = head1.next
    			p = p.next
    		else:
    			p.next = ListNode(head2.val)
    			head2 = head2.next
    			p = p.next

    	if head1:
    		p.next = head1
    	if head2:
    		p.next = head2
    	return result.next"
15,"'''
	Given an array nums of n integers, are there elements a, b, c in nums such that a + b + c = 0? Find all unique triplets in the array which gives the sum of zero.

	Note:

	The solution set must not contain duplicate triplets.

	Example:

	Given array nums = [-1, 0, 1, 2, -1, -4],

	A solution set is:
	[
	  [-1, 0, 1],
	  [-1, -1, 2]
	]
'''
class Solution(object):
    def threeSum(self, nums):
        """"""
        :type nums: List[int]
        :rtype: List[List[int]]
        """"""
        nums.sort()

        if (len(nums) >= 3) and (nums[0] == nums[len(nums) -1]) and (nums[0] == 0):
            return [[0, 0, 0]]

        result = []
        for index in range(len(nums) - 1):
        	left = index+1
        	right = len(nums) - 1

        	while left < right:
        		currSum = nums[index] + nums[left] + nums[right]
        		if currSum == 0:
        			result.append([nums[index], nums[left], nums[right]])
        			left += 1
        			right -= 1
        		elif currSum < 0:
        			left += 1
        		else:
        			right -= 1
        return  [list(t) for t in set(tuple(element) for element in result)]

# Space: O(1)
# Time: O(N^2)"
150,"'''
    Evaluate the value of an arithmetic expression in Reverse Polish Notation.

    Valid operators are +, -, *, /. Each operand may be an integer or another expression.

    Note:

    Division between two integers should truncate toward zero.
    The given RPN expression is always valid. That means the expression would always evaluate to a result and there won't be any divide by zero operation.
    Example 1:

    Input: [""2"", ""1"", ""+"", ""3"", ""*""]
    Output: 9
    Explanation: ((2 + 1) * 3) = 9
    Example 2:

    Input: [""4"", ""13"", ""5"", ""/"", ""+""]
    Output: 6
    Explanation: (4 + (13 / 5)) = 6
'''

class Solution(object):
    def evalRPN(self, tokens):
        """"""
        :type tokens: List[str]
        :rtype: int
        """"""
        
        if not tokens:
            return 0
        
        stack = []
        for val in tokens:
            if val == '+':
                val1 = stack.pop()
                val2 = stack.pop()
                stack.append(val1 + val2)
            elif val == '-':
                val1  = stack.pop()
                val2 = stack.pop()
                stack.append(val2-val1)
            elif val == '*':
                val1  = stack.pop()
                val2  = stack.pop()
                stack.append(val2*val1)
            elif val == '/':
                val1 = stack.pop()
                val2  = stack.pop()
                if val1*val2 < 0:
                    stack.append(-(-val2/val1))
                else:
                    stack.append(val2/val1)
            else:
                stack.append(int(val))
        return stack[0]"
152,"'''
	Given an integer array nums, find the contiguous subarray within an array (containing at least one number) which has the largest product.

	Example 1:

	Input: [2,3,-2,4]
	Output: 6
	Explanation: [2,3] has the largest product 6.

	Example 2:

	Input: [-2,0,-1]
	Output: 0
	Explanation: The result cannot be 2, because [-2,-1] is not a subarray.
'''

class Solution(object):
    def maxProduct(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        
        if not nums:
        	return 0

        max_so_far, min_so_far, result = nums[0], nums[0], nums[0]

        for index in range(1, len(nums)):
        	if nums[index] > 0:
        		max_so_far = max(max_so_far*nums[index], nums[index])
        		min_so_far = min(min_so_far*nums[index], nums[index])
        	else:
        		temp = max_so_far
        		max_so_far = max(min_so_far*nums[index], nums[index])
        		min_so_far = min(temp*nums[index], nums[index])

        	result = max(result, max_so_far)
        return result"
153,"'''
Suppose an array sorted in ascending order is rotated at some pivot unknown to you beforehand.

(i.e.,  [0,1,2,4,5,6,7] might become  [4,5,6,7,0,1,2]).

Find the minimum element.

You may assume no duplicate exists in the array.

Example 1:

Input: [3,4,5,1,2] 
Output: 1
Example 2:

Input: [4,5,6,7,0,1,2]
Output: 0
'''

class Solution(object):
    def findMin(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        if not nums:
        	return 0

        if len(nums) == 1:
        	return nums[0]
        left, right = 0, len(nums)-1

        if nums[left] < nums[right]:
        	return nums[left]
        while left <= right:
        	while nums[left] == nums[right] and left != right:
        		left += 1
        		
        	if nums[left] <= nums[right]:
        		return nums[left]

        	mid = (left + right)/2
        	if nums[mid] >= nums[left]:
        		left = mid+1
        	else:
        		right = mid
        return -1"
155,"'''
	Design a stack that supports push, pop, top, and retrieving the minimum element in constant time.

	push(x) -- Push element x onto stack.
	pop() -- Removes the element on top of the stack.
	top() -- Get the top element.
	getMin() -- Retrieve the minimum element in the stack.
	Example:
	MinStack minStack = new MinStack();
	minStack.push(-2);
	minStack.push(0);
	minStack.push(-3);
	minStack.getMin();   --> Returns -3.
	minStack.pop();
	minStack.top();      --> Returns 0.
	minStack.getMin();   --> Returns -2.
'''

class MinStack(object):

    def __init__(self):
        """"""
        initialize your data structure here.
        """"""
        self.stack = []  
        self.minimum = float('inf')      

    def push(self, x):
        """"""
        :type x: int
        :rtype: void
        """"""
        if not self.stack:
        	self.stack.append(x)
        	self.minimum = x
        else:
        	if x < self.minimum:
        		self.stack.append(2*x-self.minimum)
        		self.minimum = x
        	else:
        		self.stack.append(x)

        print self.stack
                

    def pop(self):
        """"""
        :rtype: void
        """"""
        if self.stack:
        	top = self.stack.pop()
        	if top < self.minimum:
        		self.minimum = 2*self.minimum - top
        

    def top(self):
        """"""
        :rtype: int
        """"""
        if not self.stack:
        	return None
        else:
        	top = self.stack[-1]
        	if top < self.minimum:
        		return self.minimum
        	else:
        		return top
        

    def getMin(self):
        """"""
        :rtype: int
        """"""
        if self.stack:
        	return self.minimum
        else:
        	return None



# Your MinStack object will be instantiated and called as such:
# obj = MinStack()
# obj.push(x)
# obj.pop()
# param_3 = obj.top()
# param_4 = obj.getMin()"
159,"'''
Given a string, find the longest substring that contains only two unique characters. For example, given ""abcbbbbcccbdddadacb"", the longest substring that contains 2 unique character is ""bcbbbbcccb"".
'''

class Solution(object):
	def lengthOfLongestSubstringTwoDistinct(self, s):
		""""""
        :type s: str
        :rtype: int 
        """"""
        if not s:
        	return 0

        unique_char, start, result = {}, 0, 0
        for index, char in enumerate(s):
        	if char in unique_char:
        		unique_char[s] += 1
        	else:
        		unique_char[s] = 1

        	if len(unique_char) <= 2:
        		result = max(result, index-start+1)
        	else:
        		while len(unique_char) > 2:
        			char_index = s[start]
        			count = unique_char[char_index]
        			if count == 1:
        				del unique_char[char_index]
        			else:
        				unique_char[char_index] -= 1
        			start += 1
        return result
"
16,"'''
	Given an array nums of n integers and an integer target, find three integers in nums such that the sum is closest to target. Return the sum of the three integers. You may assume that each input would have exactly one solution.

	Example:

	Given array nums = [-1, 2, 1, -4], and target = 1.

	The sum that is closest to the target is 2. (-1 + 2 + 1 = 2).
'''

class Solution(object):
    def threeSumClosest(self, nums, target):
        """"""
        :type nums: List[int]
        :type target: int
        :rtype: int
        """"""
        
        nums.sort()
        result, min_diff = 0, float('inf')

        for index in range(len(nums)-1):
        	left = index + 1
        	right = len(nums) - 1

        	while left < right:
        		currSum = nums[index] + nums[left] + nums[right]
        		diff = abs(target - currSum)

        		if diff == 0:
        			return target
        		if diff < min_diff:
        			min_diff = diff
        			result = currSum

        		if currSum < target:
        			left += 1
        		else:
        			right -= 1
        return result


# Space: O(1)
# Time: O(N^2)"
160,"'''
	Write a program to find the node at which the intersection of two singly linked lists begins.


	For example, the following two linked lists:

	A:          a1 → a2
	                   ↘
	                     c1 → c2 → c3
	                   ↗            
	B:     b1 → b2 → b3
	begin to intersect at node c1.
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def getIntersectionNode(self, headA, headB):
        """"""
        :type head1, head1: ListNode
        :rtype: ListNode
        """"""
        if not headA or not headB:
        	return None

       	pa, pb = headA, headB
       	while pa != pb:
       		pa = pa.next if pa is not None else headB
       		pb = pb.next if pb is not None else headA

       	return pa if pa else None"
162,"'''
	A peak element is an element that is greater than its neighbors.

	Given an input array nums, where nums[i] ≠ nums[i+1], find a peak element and return its index.

	The array may contain multiple peaks, in that case return the index to any one of the peaks is fine.

	You may imagine that nums[-1] = nums[n] = -∞.

	Example 1:

	Input: nums = [1,2,3,1]
	Output: 2
	Explanation: 3 is a peak element and your function should return the index number 2.
'''

class Solution(object):
    def findPeakElement(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        left, right = 0, len(nums)-1
        while left < right:
        	mid = (left + right) /2
        	if nums[mid] > nums[mid+1]:
        		right = mid
        	else:
        		left = mid + 1
        return left


class Solution(object):
    def findPeakElement(self, nums):
        """"""
        :type nums: List[int]
        :rtype: int
        """"""
        left = [False]*len(nums)
        right = [False]*len(nums)
        left[0], right[len(nums)-1] = True, True

        for index in range(1, len(nums)):
            if nums[index] > nums[index-1]:
                left[index] = True

        for index in range(len(nums)-2, -1, -1):
            if nums[index] > nums[index+1]:
                right[index] = True

        for index in range(len(left)):
            if left[index] and right[index]:
                return index
        return -1"
163,"'''
Given a sorted integer array where the range of elements are in the inclusive range [lower, upper], return its missing ranges.

For example, given [0, 1, 3, 50, 75], lower = 0 and upper = 99, return [""2"", ""4->49"", ""51->74"", ""76->99""].
'''

class Solution(object):
	def missingRange(self, A, lower, upper):
		if not A:
			return []

		result = []
		if A[0] != lower:
			end = A[0] - 1
			if end == lower:
				m_r = str(lower)
			else:
				m_r = str(lower) + ""->"" + str(end)
			result.append(m_r)

		for index in range(1, len(A)):
			if A[index] != A[index-1] + 1:
				start = A[index-1] + 1
				end = A[index] - 1
				if start == end:
					m_r = str(start)
				else:
					m_r = str(start) + ""->"" + str(end)
				result.append(m_r)

		if A[len(A) - 1] != upper:
			start = A[len(A)-1] + 1
			if start == upper:
				m_r = str(start)
			else:
				m_r = str(start) + ""->"" + str(upper)
			result.append(m_r)
		return result

solution = Solution()
print solution.missingRange([0, 1, 3, 50, 75], 0, 99)
print solution.missingRange([4, 10, 50, 98], 0, 99)
print solution.missingRange([0], 0, 1)"
17,"'''
	Given a string containing digits from 2-9 inclusive, return all possible letter combinations that the number could represent.

	A mapping of digit to letters (just like on the telephone buttons) is given below. Note that 1 does not map to any letters.
'''

class Solution(object):
    def letterCombinations(self, digits):
        """"""
        :type digits: str
        :rtype: List[str]
        """"""
        
        phoneMap = { '2': 'abc', '3': 'def', '4': 'ghi', '5': 'jkl', '6': 'mno', '7' : 'pqrs', '8': 'tuv', '9':'wxyz'}
        number = str(digits)

        if number == """":
        	return []

        result = ['']
        for char in number:
        	values = phoneMap[char]
        	new_result = []
        	for prefix in result:
        		currElement = prefix
        		for value in values:
        			new_result.append(currElement+value)

        	result = new_result
        	# result = [prefix+value for prefix in result for value in values]
        return result

print Solution().letterCombinations(""23"")"
170,"'''
Design and implement a TwoSum class. It should support the following operations: add and find.

add – Add the number to an internal data structure.
find – Find if there exists any pair of numbers which sum is equal to the value.

For example,
add(1); add(3); add(5);
find(4) -> true
find(7) -> false
'''

class TwoSum(object):

    def __init__(self):
        """"""
        initialize your data structure here
        """"""
        self.value_count = {}

    def add(self, number):
        """"""
        Add the number to an internal data structure.
        :rtype: nothing
        """"""
        if number in self.value_count:
        	self.value_count[number] += 1
        else:
        	self.value_count[number] = 1

    def find(self, value):
        """"""
        Find if there exists any pair of numbers which sum is equal to the value.
        :type value: int
        :rtype: bool
        """"""
        for val in self.value_count:
        	diff = value - val
        	if diff in self.value_count and (diff != val or self.value_count[val] > 1):
        		return True
        return False

# Your TwoSum object will be instantiated and called as such:
# twoSum = TwoSum()
# twoSum.add(number)
# twoSum.find(value)"
173,"'''
	Implement an iterator over a binary search tree (BST). Your iterator will be initialized with the root node of a BST.

	Calling next() will return the next smallest number in the BST.

	Note: next() and hasNext() should run in average O(1) time and uses O(h) memory, where h is the height of the tree. 
'''


# Definition for a  binary tree node
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class BSTIterator(object):
    def __init__(self, root):
        """"""
        :type root: TreeNode
        """"""
        self.stack = []
        while root:
            self.stack.append(root)
            root = root.left
        

    def hasNext(self):
        """"""
        :rtype: bool
        """"""
        return self.stack

    def next(self):
        """"""
        :rtype: int
        """"""
        node = self.stack.pop()
        new_node = node.right
        while new_node:
            self.stack.append(new_node)
            new_node = new_node.left
        return node.val

# Your BSTIterator will be called like this:
# i, v = BSTIterator(root), []
# while i.hasNext(): v.append(i.next())"
179,"'''
	Given a list of non negative integers, arrange them such that they form the largest number.

	Example 1:

	Input: [10,2]
	Output: ""210""
	Example 2:

	Input: [3,30,34,5,9]
	Output: ""9534330""
# '''


class Solution:
    # @param {integer[]} nums
    # @return {string}
    def largestNumber(self, nums):
    	nums = [str(num) for num in nums]
    	nums.sort(cmp=lambda x, y : cmp(y+x, x+y))
    	return ''.join(nums).lstrip(""0"") or ""0"""
18,"'''
	Given an array nums of n integers and an integer target, are there elements a, b, c, and d in nums such that a + b + c + d = target? Find all unique quadruplets in the array which gives the sum of target.

	Note:

	The solution set must not contain duplicate quadruplets.

	Example:

	Given array nums = [1, 0, -1, 0, -2, 2], and target = 0.

	A solution set is:
	[
	  [-1,  0, 0, 1],
	  [-2, -1, 1, 2],
	  [-2,  0, 0, 2]
	]
'''

class Solution(object):
    def fourSum(self, nums, target):
        """"""
        :type nums: List[int]
        :type target: int
        :rtype: List[List[int]]
        """"""
        
        sumMapping = {}
        for index_i in range(len(nums)-1):
        	for index_j in range(index_i+1, len(nums)):
        		currSum = nums[index_i] + nums[index_j]
        		if currSum in sumMapping:
        			sumMapping[currSum].append((index_i, index_j))
        		else:
        			sumMapping[currSum] = [(index_i, index_j)]

        result = set()
        for key, value in sumMapping.iteritems():
        	diff = target - key
        	if diff in sumMapping:
        		firstSet = value
        		secondSet = sumMapping[diff]

        		for (i, j) in firstSet:
        			for (k, l) in secondSet:
        				fourlet = [i, j, k, l]
        				if len(set(fourlet)) != len(fourlet):
        					continue
        				fourlist = [nums[i], nums[j], nums[k], nums[l]]
        				fourlist.sort()
        				result.add(tuple(fourlist))

        return list(result)


# Space : O(N)
# Time: O(N^3)
"
19,"'''
	Given a linked list, remove the n-th node from the end of list and return its head.

	Example:

	Given linked list: 1->2->3->4->5, and n = 2.

	After removing the second node from the end, the linked list becomes 1->2->3->5.

'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def removeNthFromEnd(self, head, n):
        """"""
        :type head: ListNode
        :type n: int
        :rtype: ListNode
        """"""
        if not head:
        	return None

        ref = head
        while n > 0:
        	ref = ref.next
        	n -= 1

        if ref is None:
        	return head.next
        else:
        	main = head
        	while ref.next:
        		main = main.next
        		ref = ref.next

        	main.next = main.next.next
        	return head"
190,"class Solution:
    # @param n, an integer
    # @return an integer
    def reverseBits(self, n):
        res = 0
        for i in range(32):
            res += n & 1
            n = n >> 1
            if i != 31:
                res = res << 1
        return res
        
print Solution().reverseBits(12)"
191,"class Solution(object):
    def hammingWeight(self, n):
        """"""
        :type n: int
        :rtype: int
        """"""
        bits = 0
        mask = 1

        for i in range(32):
        	if (n&mask) != 0:
        		bits +=1
        	mask <<= 1

        return bits"
199,"'''
	Given a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom.

	Example:

	Input: [1,2,3,null,5,null,4]
	Output: [1, 3, 4]
	Explanation:

	   1            <---
	 /   \
	2     3         <---
	 \     \
	  5     4       <---
'''

# Definition for a binary tree node.
# class TreeNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.left = None
#         self.right = None

class Solution(object):
    def rightSideView(self, root):
        """"""
        :type root: TreeNode
        :rtype: List[int]
        """"""
        if not root:
        	return []

        stack, node_depth = [(root, 0)], {}

        while stack:
        	node, depth = stack.pop(0)
        	if depth not in node_depth:
        		node_depth[depth] = node.val

        	if node.right:
        		stack.append((node.right, depth+1))
        	if node.left:
        		stack.append((node.left, depth+1))
        return node_depth.values()"
200,"class Solution(object):
    def numIslands(self, grid):
        """"""
        :type grid: List[List[str]]
        :rtype: int
        """"""
        if not grid:
        	return 0

        count = 0
        for row in range(len(grid)):
        	for col in range(len(grid[0])):
        		if grid[row][col] == '1':
        			count +=1
        			self.merge(grid, row, col)

        return count

    def merge(self, grid, row, col):
    	if 0 > row or row >= len(grid) or col < 0 or col >= len(grid[0]):
    		return

    	if grid[row][col] != '1':
    		return 

    	grid[row][col] = '#'
    	self.merge(grid, row+1, col)
    	self.merge(grid, row-1, col)
    	self.merge(grid, row, col+1)
    	self.merge(grid, row, col-1)
"
203,"class Solution(object):
    def countPrimes(self, n):
        """"""
        :type n: int
        :rtype: int
        """"""
        if n < 2:
            return 0
        
        A = [0] * (n + 1)
        count = 0
        
        for pointer1 in range(2, n):
            if A[pointer1] == 0:
                count += 1
                pointer2 = pointer1
                while (pointer2 + pointer1 < n):
                    pointer2 += pointer1
                    A[pointer2] = 1
                    
        return count
        "
206,"'''
	Reverse a singly linked list.

	Example:

	Input: 1->2->3->4->5->NULL
	Output: 5->4->3->2->1->NULL
'''

# Definition for singly-linked list.
# class ListNode(object):
#     def __init__(self, x):
#         self.val = x
#         self.next = None

class Solution(object):
    def reverseList(self, head):
        """"""
        :type head: ListNode
        :rtype: ListNode
        """"""
        if not head:
        	return None

        prev, curr = None, head
        while curr:
        	temp = curr.next
        	curr.next = prev
        	prev = curr
        	curr = temp
        return prev"
207,"'''
	There are a total of n courses you have to take, labeled from 0 to n-1.

	Some courses may have prerequisites, for example to take course 0 you have to first take course 1, which is expressed as a pair: [0,1]

	Given the total number of courses and a list of prerequisite pairs, is it possible for you to finish all courses?

	Example 1:

	Input: 2, [[1,0]] 
	Output: true
	Explanation: There are a total of 2 courses to take. 
	             To take course 1 you should have finished course 0. So it is possible.

'''

class Solution(object):
    def canFinish(self, numCourses, prerequisites):
        """"""
        :type numCourses: int
        :type prerequisites: List[List[int]]
        :rtype: bool
        """"""

        graph = [[] for _ in range(numCourses)]
        visited = [False for _ in range(numCourses)]
        stack = [False for _ in range(numCourses)]

        for pair in prerequisites:
            x, y = pair
            graph[x].append(y)

        for course in range(numCourses):
        	if visited[course] == False:
        		if self.dfs(graph, visited, stack, course):
        			return False 
        return True

    def dfs(self, graph, visited, stack, course):
    	visited[course] = True
    	stack[course] = True

    	for neigh in graph[course]:
    		if visited[neigh] == False:
    			if self.dfs(graph, visited, stack, neigh):
    				return True

    		elif stack[neigh]:
    			return True
    	stack[course] = False
    	return False
        "
208,"'''
	Implement a trie with insert, search, and startsWith methods.
'''
class TreeNode(object):
	self.word = False
	self.children = {}

class Trie(object):

    def __init__(self):
        """"""
        Initialize your data structure here.
        """"""
        self.root = TreeNode()

    def insert(self, word):
        """"""
        Inserts a word into the trie.
        :type word: str
        :rtype: void
        """"""
        node = self.root
        for char in word:
        	if char not in node.children:
        		node.children[char] = TreeNode()
        	node = node.children[char]
        node.word = True

    def search(self, word):
        """"""
        Returns if the word is in the trie.
        :type word: str
        :rtype: bool
        """"""
        node = self.root
        for char in word:
        	if char not in node.children:
        		return False
        	node = node.children[char]
        return node.word 
        

    def startsWith(self, prefix):
        """"""
        Returns if there is any word in the trie that starts with the given prefix.
        :type prefix: str
        :rtype: bool
        """"""
        node = self.root
        for char in prefix:
        	if char not in node.children:
        		return False
        	node = node.children[char]
        return True
        


# Your Trie object will be instantiated and called as such:
# obj = Trie()
# obj.insert(word)
# param_2 = obj.search(word)
# param_3 = obj.startsWith(prefix)"
210,"'''
	There are a total of n courses you have to take, labeled from 0 to n-1.

	Some courses may have prerequisites, for example to take course 0 you have to first take course 1, which is expressed as a pair: [0,1]

	Given the total number of courses and a list of prerequisite pairs, return the ordering of courses you should take to finish all courses.

	There may be multiple correct orders, you just need to return one of them. If it is impossible to finish all courses, return an empty array.

	Example 1:

	Input: 2, [[1,0]] 
	Output: [0,1]
	Explanation: There are a total of 2 courses to take. To take course 1 you should have finished   
	             course 0. So the correct course order is [0,1] .
'''

class Solution(object):
    def findOrder(self, numCourses, prerequisites):
        """"""
        :type numCourses: int
        :type prerequisites: List[List[int]]
        :rtype: List[int]
        """"""
        graph = [[] for _ in range(numCourses)]
        visited = [False for _ in range(numCourses)]
        stack = [False for _ in range(numCourses)]

        for pair in prerequisites:
            x, y = pair
            graph[x].append(y)

        result = []
        for course in range(numCourses):
        	if visited[course] == False:
        		if self.dfs(graph, visited, stack, course, result):
        			return []
        return result

    def dfs(self, graph, visited, stack, course, result):
    	visited[course] = True
    	stack[course] = True

    	for neigh in graph[course]:
    		if visited[neigh] == False:
    			if self.dfs(graph, visited, stack, neigh, result):
    				return True

    		elif stack[neigh]:
    			return True
    	stack[course] = False
    	result.append(course)
    	return False"
